Hourly Data,,RBKC Cromwell Road,,,
17/06/2023,19:00:00,34.8,R ugm-3 (Ref.eq),17,R ugm-3 (BAM)
17/06/2023,20:00:00,36.7,R ugm-3 (Ref.eq),18,R ugm-3 (BAM)
17/06/2023,21:00:00,39.6,R ugm-3 (Ref.eq),17,R ugm-3 (BAM)
17/06/2023,22:00:00,40.6,R ugm-3 (Ref.eq),15,R ugm-3 (BAM)
17/06/2023,23:00:00,29,R ugm-3 (Ref.eq),16,R ugm-3 (BAM)
17/06/2023,24:00:00,30.9,R ugm-3 (Ref.eq),17,R ugm-3 (BAM)
18/06/2023,1:00:00,32.9,R ugm-3 (Ref.eq),17,R ugm-3 (BAM)
18/06/2023,2:00:00,32.9,R ugm-3 (Ref.eq),19,R ugm-3 (BAM)
18/06/2023,3:00:00,30.9,R ugm-3 (Ref.eq),23,R ugm-3 (BAM)
18/06/2023,4:00:00,37.7,R ugm-3 (Ref.eq),21,R ugm-3 (BAM)
18/06/2023,5:00:00,36.7,R ugm-3 (Ref.eq),20,R ugm-3 (BAM)
18/06/2023,6:00:00,27.1,R ugm-3 (Ref.eq),25,R ugm-3 (BAM)
18/06/2023,7:00:00,30,R ugm-3 (Ref.eq),19,R ugm-3 (BAM)
18/06/2023,8:00:00,30.9,R ugm-3 (Ref.eq),19,R ugm-3 (BAM)
18/06/2023,9:00:00,27.1,R ugm-3 (Ref.eq),15,R ugm-3 (BAM)
18/06/2023,10:00:00,30,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
18/06/2023,11:00:00,28,R ugm-3 (Ref.eq),11,R ugm-3 (BAM)
18/06/2023,12:00:00,31.9,R ugm-3 (Ref.eq),10,R ugm-3 (BAM)
18/06/2023,13:00:00,30,R ugm-3 (Ref.eq),12,R ugm-3 (BAM)
18/06/2023,14:00:00,28,R ugm-3 (Ref.eq),13,R ugm-3 (BAM)
18/06/2023,15:00:00,27.1,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
18/06/2023,16:00:00,30,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
18/06/2023,17:00:00,21.3,R ugm-3 (Ref.eq),14,R ugm-3 (BAM)
18/06/2023,18:00:00,26.1,R ugm-3 (Ref.eq),20,R ugm-3 (BAM)
18/06/2023,19:00:00,24.2,R ugm-3 (Ref.eq),17,R ugm-3 (BAM)
18/06/2023,20:00:00,21.3,R ugm-3 (Ref.eq),16,R ugm-3 (BAM)
18/06/2023,21:00:00,27.1,R ugm-3 (Ref.eq),16,R ugm-3 (BAM)
18/06/2023,22:00:00,21.3,R ugm-3 (Ref.eq),10,R ugm-3 (BAM)
18/06/2023,23:00:00,26.1,R ugm-3 (Ref.eq),24,R ugm-3 (BAM)
18/06/2023,24:00:00,43.5,R ugm-3 (Ref.eq),23,R ugm-3 (BAM)
19/06/2023,1:00:00,34.8,R ugm-3 (Ref.eq),20,R ugm-3 (BAM)
19/06/2023,2:00:00,30.9,R ugm-3 (Ref.eq),17,R ugm-3 (BAM)
19/06/2023,3:00:00,24.2,R ugm-3 (Ref.eq),15,R ugm-3 (BAM)
19/06/2023,4:00:00,21.3,R ugm-3 (Ref.eq),12,R ugm-3 (BAM)
19/06/2023,5:00:00,15.5,R ugm-3 (Ref.eq),10,R ugm-3 (BAM)
19/06/2023,6:00:00,20.3,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
19/06/2023,7:00:00,21.3,R ugm-3 (Ref.eq),13,R ugm-3 (BAM)
19/06/2023,8:00:00,23.2,R ugm-3 (Ref.eq),11,R ugm-3 (BAM)
19/06/2023,9:00:00,19.3,R ugm-3 (Ref.eq),9,R ugm-3 (BAM)
19/06/2023,10:00:00,20.3,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
19/06/2023,11:00:00,26.1,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
19/06/2023,12:00:00,33.8,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
19/06/2023,13:00:00,35.7,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
19/06/2023,14:00:00,16.4,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
19/06/2023,15:00:00,16.4,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
19/06/2023,16:00:00,13.5,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
19/06/2023,17:00:00,21.3,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
19/06/2023,18:00:00,16.4,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
19/06/2023,19:00:00,14.5,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
19/06/2023,20:00:00,14.5,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
19/06/2023,21:00:00,13.5,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
19/06/2023,22:00:00,15.5,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
19/06/2023,23:00:00,18.4,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
19/06/2023,24:00:00,13.5,R ugm-3 (Ref.eq),10,R ugm-3 (BAM)
20/06/2023,1:00:00,12.6,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
20/06/2023,2:00:00,18.4,R ugm-3 (Ref.eq),14,R ugm-3 (BAM)
20/06/2023,3:00:00,7.7,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
20/06/2023,4:00:00,15.5,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
20/06/2023,5:00:00,22.2,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
20/06/2023,6:00:00,23.2,R ugm-3 (Ref.eq),10,R ugm-3 (BAM)
20/06/2023,7:00:00,23.2,R ugm-3 (Ref.eq),12,R ugm-3 (BAM)
20/06/2023,8:00:00,17.4,R ugm-3 (Ref.eq),9,R ugm-3 (BAM)
20/06/2023,9:00:00,22.2,R ugm-3 (Ref.eq),11,R ugm-3 (BAM)
20/06/2023,10:00:00,30.9,R ugm-3 (Ref.eq),9,R ugm-3 (BAM)
20/06/2023,11:00:00,25.1,R ugm-3 (Ref.eq),9,R ugm-3 (BAM)
20/06/2023,12:00:00,21.3,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
20/06/2023,13:00:00,26.1,R ugm-3 (Ref.eq),0,R ugm-3 (BAM)
20/06/2023,14:00:00,14.5,R ugm-3 (Ref.eq),1,R ugm-3 (BAM)
20/06/2023,15:00:00,12.6,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
20/06/2023,16:00:00,16.4,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
20/06/2023,17:00:00,11.6,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
20/06/2023,18:00:00,9.7,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
20/06/2023,19:00:00,15.5,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
20/06/2023,20:00:00,12.6,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
20/06/2023,21:00:00,11.6,R ugm-3 (Ref.eq),10,R ugm-3 (BAM)
20/06/2023,22:00:00,14.5,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
20/06/2023,23:00:00,12.6,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
20/06/2023,24:00:00,16.4,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
21/06/2023,1:00:00,11.6,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
21/06/2023,2:00:00,11.6,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
21/06/2023,3:00:00,10.6,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
21/06/2023,4:00:00,8.7,R ugm-3 (Ref.eq),2,R ugm-3 (BAM)
21/06/2023,5:00:00,9.7,R ugm-3 (Ref.eq),9,R ugm-3 (BAM)
21/06/2023,6:00:00,11.6,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
21/06/2023,7:00:00,14.5,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
21/06/2023,8:00:00,17.4,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
21/06/2023,9:00:00,14.5,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
21/06/2023,10:00:00,14.5,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
21/06/2023,11:00:00,27.1,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
21/06/2023,12:00:00,19.3,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
21/06/2023,13:00:00,19.3,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
21/06/2023,14:00:00,10.6,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
21/06/2023,15:00:00,20.3,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
21/06/2023,16:00:00,46.4,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
21/06/2023,17:00:00,14.5,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
21/06/2023,18:00:00,13.5,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
21/06/2023,19:00:00,16.4,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
21/06/2023,20:00:00,19.3,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
21/06/2023,21:00:00,20.3,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
21/06/2023,22:00:00,17.4,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
21/06/2023,23:00:00,17.4,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
21/06/2023,24:00:00,14.5,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
22/06/2023,1:00:00,12.6,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
22/06/2023,2:00:00,16.4,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
22/06/2023,3:00:00,12.6,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
22/06/2023,4:00:00,15.5,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
22/06/2023,5:00:00,13.5,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
22/06/2023,6:00:00,18.4,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
22/06/2023,7:00:00,19.3,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
22/06/2023,8:00:00,30,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
22/06/2023,9:00:00,26.1,R ugm-3 (Ref.eq),11,R ugm-3 (BAM)
22/06/2023,10:00:00,23.2,R ugm-3 (Ref.eq),13,R ugm-3 (BAM)
22/06/2023,11:00:00,26.1,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
22/06/2023,12:00:00,17.4,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
22/06/2023,13:00:00,26.1,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
22/06/2023,14:00:00,40.6,R ugm-3 (Ref.eq),2,R ugm-3 (BAM)
22/06/2023,15:00:00,19.3,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
22/06/2023,16:00:00,21.3,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
22/06/2023,17:00:00,17.4,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
22/06/2023,18:00:00,24.2,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
22/06/2023,19:00:00,26.1,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
22/06/2023,20:00:00,16.4,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
22/06/2023,21:00:00,13.5,R ugm-3 (Ref.eq),13,R ugm-3 (BAM)
22/06/2023,22:00:00,16.4,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
22/06/2023,23:00:00,13.5,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
22/06/2023,24:00:00,17.4,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
23/06/2023,1:00:00,42.5,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
23/06/2023,2:00:00,13.5,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
23/06/2023,3:00:00,13.5,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
23/06/2023,4:00:00,14.5,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
23/06/2023,5:00:00,20.3,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
23/06/2023,6:00:00,19.3,R ugm-3 (Ref.eq),9,R ugm-3 (BAM)
23/06/2023,7:00:00,25.1,R ugm-3 (Ref.eq),17,R ugm-3 (BAM)
23/06/2023,8:00:00,28,R ugm-3 (Ref.eq),10,R ugm-3 (BAM)
23/06/2023,9:00:00,27.1,R ugm-3 (Ref.eq),9,R ugm-3 (BAM)
23/06/2023,10:00:00,22.2,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
23/06/2023,11:00:00,21.3,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
23/06/2023,12:00:00,28,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
23/06/2023,13:00:00,16.4,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
23/06/2023,14:00:00,16.4,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
23/06/2023,15:00:00,15.5,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
23/06/2023,16:00:00,50.2,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
23/06/2023,17:00:00,15.5,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
23/06/2023,18:00:00,28,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
23/06/2023,19:00:00,18.4,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
23/06/2023,20:00:00,17.4,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
23/06/2023,21:00:00,16.4,R ugm-3 (Ref.eq),9,R ugm-3 (BAM)
23/06/2023,22:00:00,18.4,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
23/06/2023,23:00:00,20.3,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
23/06/2023,24:00:00,20.3,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
24/06/2023,1:00:00,17.4,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
24/06/2023,2:00:00,16.4,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
24/06/2023,3:00:00,20.3,R ugm-3 (Ref.eq),9,R ugm-3 (BAM)
24/06/2023,4:00:00,15.5,R ugm-3 (Ref.eq),10,R ugm-3 (BAM)
24/06/2023,5:00:00,18.4,R ugm-3 (Ref.eq),11,R ugm-3 (BAM)
24/06/2023,6:00:00,21.3,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
24/06/2023,7:00:00,14.5,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
24/06/2023,8:00:00,17.4,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
24/06/2023,9:00:00,24.2,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
24/06/2023,10:00:00,21.3,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
24/06/2023,11:00:00,8.7,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
24/06/2023,12:00:00,16.4,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
24/06/2023,13:00:00,20.3,R ugm-3 (Ref.eq),2,R ugm-3 (BAM)
24/06/2023,14:00:00,17.4,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
24/06/2023,15:00:00,9.7,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
24/06/2023,16:00:00,9.7,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
24/06/2023,17:00:00,18.4,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
24/06/2023,18:00:00,20.3,R ugm-3 (Ref.eq),2,R ugm-3 (BAM)
24/06/2023,19:00:00,16.4,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
24/06/2023,20:00:00,16.4,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
24/06/2023,21:00:00,15.5,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
24/06/2023,22:00:00,13.5,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
24/06/2023,23:00:00,18.4,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
24/06/2023,24:00:00,10.6,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
25/06/2023,1:00:00,15.5,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
25/06/2023,2:00:00,13.5,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
25/06/2023,3:00:00,11.6,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
25/06/2023,4:00:00,6.8,R ugm-3 (Ref.eq),1,R ugm-3 (BAM)
25/06/2023,5:00:00,10.6,R ugm-3 (Ref.eq),0,R ugm-3 (BAM)
25/06/2023,6:00:00,8.7,R ugm-3 (Ref.eq),0,R ugm-3 (BAM)
25/06/2023,7:00:00,12.6,R ugm-3 (Ref.eq),1,R ugm-3 (BAM)
25/06/2023,8:00:00,27.1,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
25/06/2023,9:00:00,25.1,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
25/06/2023,10:00:00,29,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
25/06/2023,11:00:00,30.9,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
25/06/2023,12:00:00,42.5,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
25/06/2023,13:00:00,26.1,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
25/06/2023,14:00:00,35.7,R ugm-3 (Ref.eq),10,R ugm-3 (BAM)
25/06/2023,15:00:00,32.9,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
25/06/2023,16:00:00,34.8,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
25/06/2023,17:00:00,30.9,R ugm-3 (Ref.eq),10,R ugm-3 (BAM)
25/06/2023,18:00:00,31.9,R ugm-3 (Ref.eq),9,R ugm-3 (BAM)
25/06/2023,19:00:00,24.2,R ugm-3 (Ref.eq),10,R ugm-3 (BAM)
25/06/2023,20:00:00,31.9,R ugm-3 (Ref.eq),11,R ugm-3 (BAM)
25/06/2023,21:00:00,28,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
25/06/2023,22:00:00,28,R ugm-3 (Ref.eq),2,R ugm-3 (BAM)
25/06/2023,23:00:00,19.3,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
25/06/2023,24:00:00,15.5,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
26/06/2023,1:00:00,15.5,R ugm-3 (Ref.eq),1,R ugm-3 (BAM)
26/06/2023,2:00:00,17.4,R ugm-3 (Ref.eq),1,R ugm-3 (BAM)
26/06/2023,3:00:00,16.4,R ugm-3 (Ref.eq),1,R ugm-3 (BAM)
26/06/2023,4:00:00,16.4,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
26/06/2023,5:00:00,19.3,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
26/06/2023,6:00:00,27.1,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
26/06/2023,7:00:00,17.4,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
26/06/2023,8:00:00,24.2,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
26/06/2023,9:00:00,26.1,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
26/06/2023,10:00:00,36.7,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
26/06/2023,11:00:00,43.5,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
26/06/2023,12:00:00,28,R ugm-3 (Ref.eq),2,R ugm-3 (BAM)
26/06/2023,13:00:00,51.2,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
26/06/2023,14:00:00,28,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
26/06/2023,15:00:00,22.2,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
26/06/2023,16:00:00,22.2,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
26/06/2023,17:00:00,22.2,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
26/06/2023,18:00:00,14.5,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
26/06/2023,19:00:00,16.4,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
26/06/2023,20:00:00,23.2,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
26/06/2023,21:00:00,24.2,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
26/06/2023,22:00:00,16.4,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
26/06/2023,23:00:00,22.2,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
26/06/2023,24:00:00,16.4,R ugm-3 (Ref.eq),-1,R ugm-3 (BAM)
27/06/2023,1:00:00,13.5,R ugm-3 (Ref.eq),0,R ugm-3 (BAM)
27/06/2023,2:00:00,9.7,R ugm-3 (Ref.eq),-1,R ugm-3 (BAM)
27/06/2023,3:00:00,19.3,R ugm-3 (Ref.eq),-1,R ugm-3 (BAM)
27/06/2023,4:00:00,14.5,R ugm-3 (Ref.eq),2,R ugm-3 (BAM)
27/06/2023,5:00:00,20.3,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
27/06/2023,6:00:00,24.2,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
27/06/2023,7:00:00,19.3,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
27/06/2023,8:00:00,34.8,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
27/06/2023,9:00:00,36.7,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
27/06/2023,10:00:00,26.1,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
27/06/2023,11:00:00,,,,
27/06/2023,12:00:00,36.7,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
27/06/2023,13:00:00,26.1,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
27/06/2023,14:00:00,14.5,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
27/06/2023,15:00:00,21.3,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
27/06/2023,16:00:00,18.4,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
27/06/2023,17:00:00,17.4,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
27/06/2023,18:00:00,25.1,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
27/06/2023,19:00:00,24.2,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
27/06/2023,20:00:00,25.1,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
27/06/2023,21:00:00,20.3,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
27/06/2023,22:00:00,23.2,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
27/06/2023,23:00:00,21.3,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
27/06/2023,24:00:00,23.2,R ugm-3 (Ref.eq),10,R ugm-3 (BAM)
28/06/2023,1:00:00,20.3,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
28/06/2023,2:00:00,20.3,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
28/06/2023,3:00:00,19.3,R ugm-3 (Ref.eq),9,R ugm-3 (BAM)
28/06/2023,4:00:00,20.3,R ugm-3 (Ref.eq),10,R ugm-3 (BAM)
28/06/2023,5:00:00,26.1,R ugm-3 (Ref.eq),10,R ugm-3 (BAM)
28/06/2023,6:00:00,18.4,R ugm-3 (Ref.eq),12,R ugm-3 (BAM)
28/06/2023,7:00:00,28,R ugm-3 (Ref.eq),12,R ugm-3 (BAM)
28/06/2023,8:00:00,20.3,R ugm-3 (Ref.eq),9,R ugm-3 (BAM)
28/06/2023,9:00:00,25.1,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
28/06/2023,10:00:00,30,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
28/06/2023,11:00:00,21.3,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
28/06/2023,12:00:00,21.3,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
28/06/2023,13:00:00,26.1,R ugm-3 (Ref.eq),12,R ugm-3 (BAM)
28/06/2023,14:00:00,14.5,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
28/06/2023,15:00:00,15.5,R ugm-3 (Ref.eq),13,R ugm-3 (BAM)
28/06/2023,16:00:00,26.1,R ugm-3 (Ref.eq),15,R ugm-3 (BAM)
28/06/2023,17:00:00,27.1,R ugm-3 (Ref.eq),13,R ugm-3 (BAM)
28/06/2023,18:00:00,23.2,R ugm-3 (Ref.eq),18,R ugm-3 (BAM)
28/06/2023,19:00:00,24.2,R ugm-3 (Ref.eq),11,R ugm-3 (BAM)
28/06/2023,20:00:00,28,R ugm-3 (Ref.eq),12,R ugm-3 (BAM)
28/06/2023,21:00:00,24.2,R ugm-3 (Ref.eq),16,R ugm-3 (BAM)
28/06/2023,22:00:00,20.3,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
28/06/2023,23:00:00,22.2,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
28/06/2023,24:00:00,15.5,R ugm-3 (Ref.eq),9,R ugm-3 (BAM)
29/06/2023,1:00:00,23.2,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
29/06/2023,2:00:00,26.1,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
29/06/2023,3:00:00,14.5,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
29/06/2023,4:00:00,10.6,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
29/06/2023,5:00:00,17.4,R ugm-3 (Ref.eq),-1,R ugm-3 (BAM)
29/06/2023,6:00:00,9.7,R ugm-3 (Ref.eq),-4,R ugm-3 (BAM)
29/06/2023,7:00:00,11.6,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
29/06/2023,8:00:00,9.7,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
29/06/2023,9:00:00,11.6,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
29/06/2023,10:00:00,14.5,R ugm-3 (Ref.eq),0,R ugm-3 (BAM)
29/06/2023,11:00:00,16.4,R ugm-3 (Ref.eq),2,R ugm-3 (BAM)
29/06/2023,12:00:00,18.4,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
29/06/2023,13:00:00,26.1,R ugm-3 (Ref.eq),1,R ugm-3 (BAM)
29/06/2023,14:00:00,14.5,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
29/06/2023,15:00:00,9.7,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
29/06/2023,16:00:00,15.5,R ugm-3 (Ref.eq),3,R ugm-3 (BAM)
29/06/2023,17:00:00,15.5,R ugm-3 (Ref.eq),1,R ugm-3 (BAM)
29/06/2023,18:00:00,16.4,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
29/06/2023,19:00:00,13.5,R ugm-3 (Ref.eq),6,R ugm-3 (BAM)
29/06/2023,20:00:00,11.6,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
29/06/2023,21:00:00,12.6,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
29/06/2023,22:00:00,19.3,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
29/06/2023,23:00:00,21.3,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
29/06/2023,24:00:00,22.2,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
30/06/2023,1:00:00,13.5,R ugm-3 (Ref.eq),5,R ugm-3 (BAM)
30/06/2023,2:00:00,10.6,R ugm-3 (Ref.eq),4,R ugm-3 (BAM)
30/06/2023,3:00:00,12.6,R ugm-3 (Ref.eq),8,R ugm-3 (BAM)
30/06/2023,4:00:00,8.7,R ugm-3 (Ref.eq),7,R ugm-3 (BAM)
