Hourly Data,,RBKC Kensington High Street 2 (sensor),,,
30/09/2021,13:00:00,11.5,R ugm-3,1.6,R ugm-3
30/09/2021,14:00:00,9,R ugm-3,1.4,R ugm-3
30/09/2021,15:00:00,8.1,R ugm-3,1.2,R ugm-3
30/09/2021,16:00:00,4.9,R ugm-3,0.9,R ugm-3
30/09/2021,17:00:00,3.7,R ugm-3,0.3,R ugm-3
30/09/2021,18:00:00,1,R ugm-3,0.1,R ugm-3
30/09/2021,19:00:00,1,R ugm-3,0.1,R ugm-3
30/09/2021,20:00:00,0.4,R ugm-3,0.1,R ugm-3
30/09/2021,21:00:00,0.3,R ugm-3,0.1,R ugm-3
30/09/2021,22:00:00,0.4,R ugm-3,0.1,R ugm-3
30/09/2021,23:00:00,0.6,R ugm-3,0.1,R ugm-3
30/09/2021,24:00:00,0.5,R ugm-3,0.1,R ugm-3
01/10/2021,1:00:00,0.4,R ugm-3,0.1,R ugm-3
01/10/2021,2:00:00,0.5,R ugm-3,0.1,R ugm-3
01/10/2021,3:00:00,0.3,R ugm-3,0.1,R ugm-3
01/10/2021,4:00:00,0.4,R ugm-3,0.1,R ugm-3
01/10/2021,5:00:00,0.8,R ugm-3,0.1,R ugm-3
01/10/2021,6:00:00,0.6,R ugm-3,0.1,R ugm-3
01/10/2021,7:00:00,2.2,R ugm-3,0.1,R ugm-3
01/10/2021,8:00:00,1.6,R ugm-3,0.1,R ugm-3
01/10/2021,9:00:00,5.2,R ugm-3,0.1,R ugm-3
01/10/2021,10:00:00,7,R ugm-3,0.1,R ugm-3
01/10/2021,11:00:00,4.7,R ugm-3,0.3,R ugm-3
01/10/2021,12:00:00,11.5,R ugm-3,1.2,R ugm-3
01/10/2021,13:00:00,13.3,R ugm-3,1.2,R ugm-3
01/10/2021,14:00:00,12.8,R ugm-3,1.5,R ugm-3
01/10/2021,15:00:00,11.4,R ugm-3,2,R ugm-3
01/10/2021,16:00:00,14.6,R ugm-3,2.1,R ugm-3
01/10/2021,17:00:00,13.3,R ugm-3,2.1,R ugm-3
01/10/2021,18:00:00,15.9,R ugm-3,2.2,R ugm-3
01/10/2021,19:00:00,13.8,R ugm-3,1.7,R ugm-3
01/10/2021,20:00:00,10.5,R ugm-3,1.6,R ugm-3
01/10/2021,21:00:00,8.1,R ugm-3,1.5,R ugm-3
01/10/2021,22:00:00,7.5,R ugm-3,1.4,R ugm-3
01/10/2021,23:00:00,7.7,R ugm-3,1.4,R ugm-3
01/10/2021,24:00:00,6.3,R ugm-3,1.2,R ugm-3
02/10/2021,1:00:00,6.3,R ugm-3,1.1,R ugm-3
02/10/2021,2:00:00,6.2,R ugm-3,1,R ugm-3
02/10/2021,3:00:00,5.6,R ugm-3,1.1,R ugm-3
02/10/2021,4:00:00,6.7,R ugm-3,1.3,R ugm-3
02/10/2021,5:00:00,6.9,R ugm-3,1.2,R ugm-3
02/10/2021,6:00:00,5.3,R ugm-3,1.3,R ugm-3
02/10/2021,7:00:00,6.7,R ugm-3,1.3,R ugm-3
02/10/2021,8:00:00,5.9,R ugm-3,1,R ugm-3
02/10/2021,9:00:00,8.9,R ugm-3,1.6,R ugm-3
02/10/2021,10:00:00,8,R ugm-3,1.4,R ugm-3
02/10/2021,11:00:00,6.9,R ugm-3,0.9,R ugm-3
02/10/2021,12:00:00,1.6,R ugm-3,0.1,R ugm-3
02/10/2021,13:00:00,1.5,R ugm-3,0.1,R ugm-3
02/10/2021,14:00:00,1.5,R ugm-3,0.1,R ugm-3
02/10/2021,15:00:00,0.8,R ugm-3,0.1,R ugm-3
02/10/2021,16:00:00,2.7,R ugm-3,0.1,R ugm-3
02/10/2021,17:00:00,2.1,R ugm-3,0.1,R ugm-3
02/10/2021,18:00:00,0.8,R ugm-3,0.1,R ugm-3
02/10/2021,19:00:00,0.9,R ugm-3,0.1,R ugm-3
02/10/2021,20:00:00,1.4,R ugm-3,0.1,R ugm-3
02/10/2021,21:00:00,1.1,R ugm-3,0.1,R ugm-3
02/10/2021,22:00:00,0.9,R ugm-3,0.1,R ugm-3
02/10/2021,23:00:00,1,R ugm-3,0.1,R ugm-3
02/10/2021,24:00:00,1.1,R ugm-3,0.1,R ugm-3
03/10/2021,1:00:00,6.1,R ugm-3,0.1,R ugm-3
03/10/2021,2:00:00,6.4,R ugm-3,0.1,R ugm-3
03/10/2021,3:00:00,10.5,R ugm-3,0.1,R ugm-3
03/10/2021,4:00:00,7.3,R ugm-3,0.1,R ugm-3
03/10/2021,5:00:00,17.3,R ugm-3,0.1,R ugm-3
03/10/2021,6:00:00,7,R ugm-3,0.1,R ugm-3
03/10/2021,7:00:00,11.8,R ugm-3,0.1,R ugm-3
03/10/2021,8:00:00,12,R ugm-3,0.1,R ugm-3
03/10/2021,9:00:00,9.1,R ugm-3,0.1,R ugm-3
03/10/2021,10:00:00,7.9,R ugm-3,0.5,R ugm-3
03/10/2021,11:00:00,4.7,R ugm-3,0.8,R ugm-3
03/10/2021,12:00:00,6.2,R ugm-3,1.9,R ugm-3
03/10/2021,13:00:00,5.6,R ugm-3,1.4,R ugm-3
03/10/2021,14:00:00,4.7,R ugm-3,1.2,R ugm-3
03/10/2021,15:00:00,2.4,R ugm-3,0.5,R ugm-3
03/10/2021,16:00:00,3.6,R ugm-3,1,R ugm-3
03/10/2021,17:00:00,4.9,R ugm-3,1.1,R ugm-3
03/10/2021,18:00:00,4.6,R ugm-3,1,R ugm-3
03/10/2021,19:00:00,4.6,R ugm-3,1,R ugm-3
03/10/2021,20:00:00,5.6,R ugm-3,0.9,R ugm-3
03/10/2021,21:00:00,5.8,R ugm-3,0.5,R ugm-3
03/10/2021,22:00:00,5.2,R ugm-3,0.3,R ugm-3
03/10/2021,23:00:00,6.8,R ugm-3,0.1,R ugm-3
03/10/2021,24:00:00,6.8,R ugm-3,0.2,R ugm-3
04/10/2021,1:00:00,9.2,R ugm-3,0.4,R ugm-3
04/10/2021,2:00:00,6.7,R ugm-3,0.2,R ugm-3
04/10/2021,3:00:00,6.1,R ugm-3,0.4,R ugm-3
04/10/2021,4:00:00,3.8,R ugm-3,0.3,R ugm-3
04/10/2021,5:00:00,0.7,R ugm-3,0.1,R ugm-3
04/10/2021,6:00:00,0.5,R ugm-3,0.1,R ugm-3
04/10/2021,7:00:00,1.1,R ugm-3,0.1,R ugm-3
04/10/2021,8:00:00,2.8,R ugm-3,0.1,R ugm-3
04/10/2021,9:00:00,4.2,R ugm-3,0.2,R ugm-3
04/10/2021,10:00:00,6.7,R ugm-3,0.6,R ugm-3
04/10/2021,11:00:00,6.4,R ugm-3,1.3,R ugm-3
04/10/2021,12:00:00,11.3,R ugm-3,1.6,R ugm-3
04/10/2021,13:00:00,6.9,R ugm-3,1.5,R ugm-3
04/10/2021,14:00:00,8.3,R ugm-3,1.5,R ugm-3
04/10/2021,15:00:00,6.4,R ugm-3,1.2,R ugm-3
04/10/2021,16:00:00,5.6,R ugm-3,0.9,R ugm-3
04/10/2021,17:00:00,2.9,R ugm-3,0.1,R ugm-3
04/10/2021,18:00:00,1.8,R ugm-3,0.1,R ugm-3
04/10/2021,19:00:00,2.8,R ugm-3,0.1,R ugm-3
04/10/2021,20:00:00,2.9,R ugm-3,0.1,R ugm-3
04/10/2021,21:00:00,2.8,R ugm-3,0.1,R ugm-3
04/10/2021,22:00:00,2.2,R ugm-3,0.1,R ugm-3
04/10/2021,23:00:00,2.4,R ugm-3,0.1,R ugm-3
04/10/2021,24:00:00,8.2,R ugm-3,0.1,R ugm-3
05/10/2021,1:00:00,4.6,R ugm-3,0.2,R ugm-3
05/10/2021,2:00:00,1.9,R ugm-3,0.1,R ugm-3
05/10/2021,3:00:00,2.1,R ugm-3,0.1,R ugm-3
05/10/2021,4:00:00,3.9,R ugm-3,0.1,R ugm-3
05/10/2021,5:00:00,1.7,R ugm-3,0.1,R ugm-3
05/10/2021,6:00:00,1.6,R ugm-3,0.1,R ugm-3
05/10/2021,7:00:00,2,R ugm-3,0.1,R ugm-3
05/10/2021,8:00:00,3.1,R ugm-3,0.1,R ugm-3
05/10/2021,9:00:00,5.4,R ugm-3,0.1,R ugm-3
05/10/2021,10:00:00,7.6,R ugm-3,0.4,R ugm-3
05/10/2021,11:00:00,13.7,R ugm-3,1,R ugm-3
05/10/2021,12:00:00,10.7,R ugm-3,0.7,R ugm-3
05/10/2021,13:00:00,10.1,R ugm-3,0.9,R ugm-3
05/10/2021,14:00:00,12.6,R ugm-3,1.1,R ugm-3
05/10/2021,15:00:00,8.6,R ugm-3,0.6,R ugm-3
05/10/2021,16:00:00,7.7,R ugm-3,0.8,R ugm-3
05/10/2021,17:00:00,11.1,R ugm-3,1.6,R ugm-3
05/10/2021,18:00:00,10.8,R ugm-3,1.3,R ugm-3
05/10/2021,19:00:00,8.4,R ugm-3,1,R ugm-3
05/10/2021,20:00:00,5.9,R ugm-3,1.1,R ugm-3
05/10/2021,21:00:00,4.6,R ugm-3,0.9,R ugm-3
05/10/2021,22:00:00,5.5,R ugm-3,0.8,R ugm-3
05/10/2021,23:00:00,5.5,R ugm-3,0.8,R ugm-3
05/10/2021,24:00:00,7,R ugm-3,0.8,R ugm-3
06/10/2021,1:00:00,8.2,R ugm-3,0.8,R ugm-3
06/10/2021,2:00:00,4.3,R ugm-3,0.8,R ugm-3
06/10/2021,3:00:00,3.9,R ugm-3,0.5,R ugm-3
06/10/2021,4:00:00,5.3,R ugm-3,0.6,R ugm-3
06/10/2021,5:00:00,6.5,R ugm-3,0.7,R ugm-3
06/10/2021,6:00:00,7.3,R ugm-3,0.7,R ugm-3
06/10/2021,7:00:00,10.1,R ugm-3,0.7,R ugm-3
06/10/2021,8:00:00,10.9,R ugm-3,0.6,R ugm-3
06/10/2021,9:00:00,15.3,R ugm-3,1.3,R ugm-3
06/10/2021,10:00:00,15.8,R ugm-3,1.6,R ugm-3
06/10/2021,11:00:00,13.7,R ugm-3,1.8,R ugm-3
06/10/2021,12:00:00,14.5,R ugm-3,1.8,R ugm-3
06/10/2021,13:00:00,13.9,R ugm-3,1.8,R ugm-3
06/10/2021,14:00:00,12.6,R ugm-3,1.4,R ugm-3
06/10/2021,15:00:00,17.6,R ugm-3,2,R ugm-3
06/10/2021,16:00:00,16,R ugm-3,2,R ugm-3
06/10/2021,17:00:00,15.9,R ugm-3,1.8,R ugm-3
06/10/2021,18:00:00,17,R ugm-3,1.5,R ugm-3
06/10/2021,19:00:00,15.6,R ugm-3,1.5,R ugm-3
06/10/2021,20:00:00,12.7,R ugm-3,1.3,R ugm-3
06/10/2021,21:00:00,10.7,R ugm-3,1.3,R ugm-3
06/10/2021,22:00:00,8.5,R ugm-3,1,R ugm-3
06/10/2021,23:00:00,9.1,R ugm-3,0.8,R ugm-3
06/10/2021,24:00:00,8.1,R ugm-3,0.7,R ugm-3
07/10/2021,1:00:00,6.5,R ugm-3,0.9,R ugm-3
07/10/2021,2:00:00,7.4,R ugm-3,0.8,R ugm-3
07/10/2021,3:00:00,4.5,R ugm-3,0.5,R ugm-3
07/10/2021,4:00:00,4.4,R ugm-3,0.3,R ugm-3
07/10/2021,5:00:00,8.2,R ugm-3,0.1,R ugm-3
07/10/2021,6:00:00,7.1,R ugm-3,0.1,R ugm-3
07/10/2021,7:00:00,16.5,R ugm-3,0.2,R ugm-3
07/10/2021,8:00:00,23.3,R ugm-3,0.2,R ugm-3
07/10/2021,9:00:00,26.1,R ugm-3,0.2,R ugm-3
07/10/2021,10:00:00,16.5,R ugm-3,0.1,R ugm-3
07/10/2021,11:00:00,14.2,R ugm-3,0.1,R ugm-3
07/10/2021,12:00:00,13.5,R ugm-3,0.1,R ugm-3
07/10/2021,13:00:00,11.8,R ugm-3,0.2,R ugm-3
07/10/2021,14:00:00,15.7,R ugm-3,0.1,R ugm-3
07/10/2021,15:00:00,12.4,R ugm-3,0.1,R ugm-3
07/10/2021,16:00:00,12,R ugm-3,0.1,R ugm-3
07/10/2021,17:00:00,18.5,R ugm-3,0.1,R ugm-3
07/10/2021,18:00:00,13,R ugm-3,0.1,R ugm-3
07/10/2021,19:00:00,23.2,R ugm-3,0.1,R ugm-3
07/10/2021,20:00:00,25.1,R ugm-3,0.1,R ugm-3
07/10/2021,21:00:00,25.4,R ugm-3,0.1,R ugm-3
07/10/2021,22:00:00,33.3,R ugm-3,0.1,R ugm-3
07/10/2021,23:00:00,19.4,R ugm-3,0.1,R ugm-3
07/10/2021,24:00:00,17.4,R ugm-3,0.1,R ugm-3
08/10/2021,1:00:00,26.4,R ugm-3,0.1,R ugm-3
08/10/2021,2:00:00,17.4,R ugm-3,0.1,R ugm-3
08/10/2021,3:00:00,30.5,R ugm-3,0.1,R ugm-3
08/10/2021,4:00:00,7.8,R ugm-3,0.1,R ugm-3
08/10/2021,5:00:00,19.3,R ugm-3,0.1,R ugm-3
08/10/2021,6:00:00,25.6,R ugm-3,0.1,R ugm-3
08/10/2021,7:00:00,23,R ugm-3,0.1,R ugm-3
08/10/2021,8:00:00,37.9,R ugm-3,0.1,R ugm-3
08/10/2021,9:00:00,25.5,R ugm-3,0.1,R ugm-3
08/10/2021,10:00:00,33.7,R ugm-3,0.2,R ugm-3
08/10/2021,11:00:00,30.3,R ugm-3,0.2,R ugm-3
08/10/2021,12:00:00,18.2,R ugm-3,0.5,R ugm-3
08/10/2021,13:00:00,15.4,R ugm-3,0.5,R ugm-3
08/10/2021,14:00:00,22.7,R ugm-3,0.6,R ugm-3
08/10/2021,15:00:00,25.9,R ugm-3,1,R ugm-3
08/10/2021,16:00:00,22.5,R ugm-3,1,R ugm-3
08/10/2021,17:00:00,24,R ugm-3,1,R ugm-3
08/10/2021,18:00:00,14,R ugm-3,0.8,R ugm-3
08/10/2021,19:00:00,8.8,R ugm-3,0.7,R ugm-3
08/10/2021,20:00:00,12.4,R ugm-3,1.1,R ugm-3
08/10/2021,21:00:00,7.9,R ugm-3,1.3,R ugm-3
08/10/2021,22:00:00,8.4,R ugm-3,1.5,R ugm-3
08/10/2021,23:00:00,8.8,R ugm-3,0.5,R ugm-3
08/10/2021,24:00:00,11.5,R ugm-3,0.1,R ugm-3
09/10/2021,1:00:00,9.6,R ugm-3,0.1,R ugm-3
09/10/2021,2:00:00,6.3,R ugm-3,0.1,R ugm-3
09/10/2021,3:00:00,16,R ugm-3,0.1,R ugm-3
09/10/2021,4:00:00,29.8,R ugm-3,0.2,R ugm-3
09/10/2021,5:00:00,,,1.9,R ugm-3
09/10/2021,6:00:00,,,1.1,R ugm-3
09/10/2021,7:00:00,62.5,R ugm-3,0.1,R ugm-3
09/10/2021,8:00:00,22.4,R ugm-3,0.2,R ugm-3
09/10/2021,9:00:00,36.7,R ugm-3,0.3,R ugm-3
09/10/2021,10:00:00,20.8,R ugm-3,0.3,R ugm-3
09/10/2021,11:00:00,19.9,R ugm-3,1.5,R ugm-3
09/10/2021,12:00:00,20,R ugm-3,2.2,R ugm-3
09/10/2021,13:00:00,10,R ugm-3,1.5,R ugm-3
09/10/2021,14:00:00,11.3,R ugm-3,1.3,R ugm-3
09/10/2021,15:00:00,11.8,R ugm-3,1.4,R ugm-3
09/10/2021,16:00:00,13.8,R ugm-3,1.7,R ugm-3
09/10/2021,17:00:00,17,R ugm-3,1.3,R ugm-3
09/10/2021,18:00:00,18.4,R ugm-3,1.6,R ugm-3
09/10/2021,19:00:00,15.6,R ugm-3,2.2,R ugm-3
09/10/2021,20:00:00,13.6,R ugm-3,2.4,R ugm-3
09/10/2021,21:00:00,11.9,R ugm-3,2.2,R ugm-3
09/10/2021,22:00:00,10,R ugm-3,1.6,R ugm-3
09/10/2021,23:00:00,11.6,R ugm-3,0.8,R ugm-3
09/10/2021,24:00:00,13.8,R ugm-3,0.1,R ugm-3
10/10/2021,1:00:00,10.1,R ugm-3,0.1,R ugm-3
10/10/2021,2:00:00,10,R ugm-3,0.1,R ugm-3
10/10/2021,3:00:00,19.9,R ugm-3,0.1,R ugm-3
10/10/2021,4:00:00,14.8,R ugm-3,0.1,R ugm-3
10/10/2021,5:00:00,16,R ugm-3,0.1,R ugm-3
10/10/2021,6:00:00,10.4,R ugm-3,0.1,R ugm-3
10/10/2021,7:00:00,12.6,R ugm-3,0.1,R ugm-3
10/10/2021,8:00:00,12.3,R ugm-3,0.1,R ugm-3
10/10/2021,9:00:00,13.7,R ugm-3,0.2,R ugm-3
10/10/2021,10:00:00,18.6,R ugm-3,0.2,R ugm-3
10/10/2021,11:00:00,17.4,R ugm-3,0.2,R ugm-3
10/10/2021,12:00:00,10.5,R ugm-3,0.3,R ugm-3
10/10/2021,13:00:00,7.5,R ugm-3,0.6,R ugm-3
10/10/2021,14:00:00,7.1,R ugm-3,0.9,R ugm-3
10/10/2021,15:00:00,8.7,R ugm-3,0.8,R ugm-3
10/10/2021,16:00:00,10,R ugm-3,1.3,R ugm-3
10/10/2021,17:00:00,11.3,R ugm-3,1,R ugm-3
10/10/2021,18:00:00,11.7,R ugm-3,1,R ugm-3
10/10/2021,19:00:00,12.3,R ugm-3,1.1,R ugm-3
10/10/2021,20:00:00,10.1,R ugm-3,1.4,R ugm-3
10/10/2021,21:00:00,7.6,R ugm-3,1.2,R ugm-3
10/10/2021,22:00:00,8.6,R ugm-3,1.4,R ugm-3
10/10/2021,23:00:00,6.7,R ugm-3,1.3,R ugm-3
10/10/2021,24:00:00,6.5,R ugm-3,1.1,R ugm-3
11/10/2021,1:00:00,6.3,R ugm-3,1,R ugm-3
11/10/2021,2:00:00,6.6,R ugm-3,0.7,R ugm-3
11/10/2021,3:00:00,10.2,R ugm-3,0.2,R ugm-3
11/10/2021,4:00:00,7.9,R ugm-3,0.1,R ugm-3
11/10/2021,5:00:00,11.8,R ugm-3,0.2,R ugm-3
11/10/2021,6:00:00,15.3,R ugm-3,0.2,R ugm-3
11/10/2021,7:00:00,19.7,R ugm-3,0.2,R ugm-3
11/10/2021,8:00:00,21.8,R ugm-3,0.2,R ugm-3
11/10/2021,9:00:00,24.9,R ugm-3,1.4,R ugm-3
11/10/2021,10:00:00,24,R ugm-3,2,R ugm-3
11/10/2021,11:00:00,26.9,R ugm-3,2,R ugm-3
11/10/2021,12:00:00,29.1,R ugm-3,2.4,R ugm-3
11/10/2021,13:00:00,22.8,R ugm-3,2.3,R ugm-3
11/10/2021,14:00:00,17.1,R ugm-3,2,R ugm-3
11/10/2021,15:00:00,23.8,R ugm-3,2.6,R ugm-3
11/10/2021,16:00:00,22.1,R ugm-3,2.5,R ugm-3
11/10/2021,17:00:00,20.6,R ugm-3,2,R ugm-3
11/10/2021,18:00:00,19.4,R ugm-3,1.9,R ugm-3
11/10/2021,19:00:00,17.2,R ugm-3,1.9,R ugm-3
11/10/2021,20:00:00,14.5,R ugm-3,1.5,R ugm-3
11/10/2021,21:00:00,12.6,R ugm-3,1.1,R ugm-3
11/10/2021,22:00:00,13.6,R ugm-3,0.8,R ugm-3
11/10/2021,23:00:00,14.1,R ugm-3,0.2,R ugm-3
11/10/2021,24:00:00,11.2,R ugm-3,0.1,R ugm-3
12/10/2021,1:00:00,14.1,R ugm-3,0.1,R ugm-3
12/10/2021,2:00:00,14.3,R ugm-3,0.1,R ugm-3
12/10/2021,3:00:00,26.3,R ugm-3,0.2,R ugm-3
12/10/2021,4:00:00,23.5,R ugm-3,0.2,R ugm-3
12/10/2021,5:00:00,22.9,R ugm-3,0.2,R ugm-3
12/10/2021,6:00:00,29.8,R ugm-3,0.2,R ugm-3
12/10/2021,7:00:00,43.4,R ugm-3,0.2,R ugm-3
12/10/2021,8:00:00,26.6,R ugm-3,0.2,R ugm-3
12/10/2021,9:00:00,25,R ugm-3,0.2,R ugm-3
12/10/2021,10:00:00,25.5,R ugm-3,0.6,R ugm-3
12/10/2021,11:00:00,22.5,R ugm-3,1.8,R ugm-3
12/10/2021,12:00:00,26.6,R ugm-3,2.2,R ugm-3
12/10/2021,13:00:00,23.4,R ugm-3,1.9,R ugm-3
12/10/2021,14:00:00,18.9,R ugm-3,1.6,R ugm-3
12/10/2021,15:00:00,25,R ugm-3,1.8,R ugm-3
12/10/2021,16:00:00,17.6,R ugm-3,1,R ugm-3
12/10/2021,17:00:00,11.6,R ugm-3,0.2,R ugm-3
12/10/2021,18:00:00,14.3,R ugm-3,0.1,R ugm-3
12/10/2021,19:00:00,17.8,R ugm-3,0.1,R ugm-3
12/10/2021,20:00:00,7.9,R ugm-3,0.2,R ugm-3
12/10/2021,21:00:00,12.6,R ugm-3,0.1,R ugm-3
12/10/2021,22:00:00,9.8,R ugm-3,0.3,R ugm-3
12/10/2021,23:00:00,6.4,R ugm-3,0.4,R ugm-3
12/10/2021,24:00:00,5.6,R ugm-3,0.5,R ugm-3
13/10/2021,1:00:00,6.2,R ugm-3,0.6,R ugm-3
13/10/2021,2:00:00,6.7,R ugm-3,0.6,R ugm-3
13/10/2021,3:00:00,5.7,R ugm-3,0.2,R ugm-3
13/10/2021,4:00:00,5.7,R ugm-3,0.2,R ugm-3
13/10/2021,5:00:00,6.5,R ugm-3,0.3,R ugm-3
13/10/2021,6:00:00,13.5,R ugm-3,0.4,R ugm-3
13/10/2021,7:00:00,9.8,R ugm-3,0.2,R ugm-3
13/10/2021,8:00:00,12.7,R ugm-3,0.4,R ugm-3
13/10/2021,9:00:00,22.4,R ugm-3,1.3,R ugm-3
13/10/2021,10:00:00,20.1,R ugm-3,1.3,R ugm-3
13/10/2021,11:00:00,17.1,R ugm-3,1.4,R ugm-3
13/10/2021,12:00:00,16.2,R ugm-3,1.4,R ugm-3
13/10/2021,13:00:00,16.7,R ugm-3,1.6,R ugm-3
13/10/2021,14:00:00,14.5,R ugm-3,1.4,R ugm-3
13/10/2021,15:00:00,20.8,R ugm-3,1.5,R ugm-3
13/10/2021,16:00:00,21.4,R ugm-3,1.4,R ugm-3
13/10/2021,17:00:00,20.5,R ugm-3,1.3,R ugm-3
13/10/2021,18:00:00,12,R ugm-3,0.8,R ugm-3
13/10/2021,19:00:00,13.9,R ugm-3,0.7,R ugm-3
13/10/2021,20:00:00,11.6,R ugm-3,0.3,R ugm-3
13/10/2021,21:00:00,13.9,R ugm-3,0.1,R ugm-3
13/10/2021,22:00:00,19.6,R ugm-3,0.1,R ugm-3
13/10/2021,23:00:00,13,R ugm-3,0.1,R ugm-3
13/10/2021,24:00:00,35.8,R ugm-3,0.1,R ugm-3
14/10/2021,1:00:00,26.6,R ugm-3,0.1,R ugm-3
14/10/2021,2:00:00,20.5,R ugm-3,0.1,R ugm-3
14/10/2021,3:00:00,20,R ugm-3,0.1,R ugm-3
14/10/2021,4:00:00,23,R ugm-3,0.1,R ugm-3
14/10/2021,5:00:00,32.2,R ugm-3,0.1,R ugm-3
14/10/2021,6:00:00,38.7,R ugm-3,0.1,R ugm-3
14/10/2021,7:00:00,49.2,R ugm-3,0.1,R ugm-3
14/10/2021,8:00:00,30.9,R ugm-3,0.1,R ugm-3
14/10/2021,9:00:00,30.4,R ugm-3,0.1,R ugm-3
14/10/2021,10:00:00,21.2,R ugm-3,0.3,R ugm-3
14/10/2021,11:00:00,16.3,R ugm-3,1.2,R ugm-3
14/10/2021,12:00:00,10.2,R ugm-3,1.2,R ugm-3
14/10/2021,13:00:00,18,R ugm-3,1.4,R ugm-3
14/10/2021,14:00:00,16.5,R ugm-3,1.6,R ugm-3
14/10/2021,15:00:00,14.8,R ugm-3,1.4,R ugm-3
14/10/2021,16:00:00,15.7,R ugm-3,1.4,R ugm-3
14/10/2021,17:00:00,12.7,R ugm-3,1.2,R ugm-3
14/10/2021,18:00:00,12.6,R ugm-3,1.2,R ugm-3
14/10/2021,19:00:00,12.6,R ugm-3,1.3,R ugm-3
14/10/2021,20:00:00,8.8,R ugm-3,0.9,R ugm-3
14/10/2021,21:00:00,7.1,R ugm-3,0.7,R ugm-3
14/10/2021,22:00:00,6.6,R ugm-3,0.4,R ugm-3
14/10/2021,23:00:00,8.7,R ugm-3,0.1,R ugm-3
14/10/2021,24:00:00,11.4,R ugm-3,0.1,R ugm-3
15/10/2021,1:00:00,20.2,R ugm-3,0.1,R ugm-3
15/10/2021,2:00:00,9.3,R ugm-3,0.1,R ugm-3
15/10/2021,3:00:00,17.4,R ugm-3,0.1,R ugm-3
15/10/2021,4:00:00,11.4,R ugm-3,0.1,R ugm-3
15/10/2021,5:00:00,12.2,R ugm-3,0.1,R ugm-3
15/10/2021,6:00:00,9.2,R ugm-3,0.1,R ugm-3
15/10/2021,7:00:00,24.3,R ugm-3,0.2,R ugm-3
15/10/2021,8:00:00,18.8,R ugm-3,0.2,R ugm-3
15/10/2021,9:00:00,22,R ugm-3,0.6,R ugm-3
15/10/2021,10:00:00,15.8,R ugm-3,0.3,R ugm-3
15/10/2021,11:00:00,20.4,R ugm-3,1.6,R ugm-3
15/10/2021,12:00:00,24.6,R ugm-3,1.8,R ugm-3
15/10/2021,13:00:00,20.8,R ugm-3,1.8,R ugm-3
15/10/2021,14:00:00,24.3,R ugm-3,2.3,R ugm-3
15/10/2021,15:00:00,24.8,R ugm-3,2.1,R ugm-3
15/10/2021,16:00:00,25.8,R ugm-3,2.5,R ugm-3
15/10/2021,17:00:00,25.5,R ugm-3,2.3,R ugm-3
15/10/2021,18:00:00,16.1,R ugm-3,1.8,R ugm-3
15/10/2021,19:00:00,18.3,R ugm-3,1.7,R ugm-3
15/10/2021,20:00:00,11.5,R ugm-3,1.7,R ugm-3
15/10/2021,21:00:00,9.5,R ugm-3,1.6,R ugm-3
15/10/2021,22:00:00,10.9,R ugm-3,1.5,R ugm-3
15/10/2021,23:00:00,12.6,R ugm-3,2.1,R ugm-3
15/10/2021,24:00:00,13.6,R ugm-3,1.8,R ugm-3
16/10/2021,1:00:00,8.9,R ugm-3,1.5,R ugm-3
16/10/2021,2:00:00,8.5,R ugm-3,1.4,R ugm-3
16/10/2021,3:00:00,10.7,R ugm-3,1.5,R ugm-3
16/10/2021,4:00:00,8.2,R ugm-3,1.4,R ugm-3
16/10/2021,5:00:00,8.5,R ugm-3,1.4,R ugm-3
16/10/2021,6:00:00,9.6,R ugm-3,1.9,R ugm-3
16/10/2021,7:00:00,9.4,R ugm-3,1.7,R ugm-3
16/10/2021,8:00:00,14.3,R ugm-3,1.7,R ugm-3
16/10/2021,9:00:00,18.7,R ugm-3,0.8,R ugm-3
16/10/2021,10:00:00,11.5,R ugm-3,0.1,R ugm-3
16/10/2021,11:00:00,6.5,R ugm-3,0.1,R ugm-3
16/10/2021,12:00:00,4.7,R ugm-3,0.3,R ugm-3
16/10/2021,13:00:00,5.2,R ugm-3,0.5,R ugm-3
16/10/2021,14:00:00,7.3,R ugm-3,0.7,R ugm-3
16/10/2021,15:00:00,7.8,R ugm-3,0.7,R ugm-3
16/10/2021,16:00:00,8.2,R ugm-3,0.4,R ugm-3
16/10/2021,17:00:00,4.5,R ugm-3,0.4,R ugm-3
16/10/2021,18:00:00,6.5,R ugm-3,0.3,R ugm-3
16/10/2021,19:00:00,8.2,R ugm-3,0.1,R ugm-3
16/10/2021,20:00:00,24,R ugm-3,0.1,R ugm-3
16/10/2021,21:00:00,20.5,R ugm-3,0.1,R ugm-3
16/10/2021,22:00:00,10.2,R ugm-3,0.1,R ugm-3
16/10/2021,23:00:00,19.6,R ugm-3,0.1,R ugm-3
16/10/2021,24:00:00,13.5,R ugm-3,0.1,R ugm-3
17/10/2021,1:00:00,11.7,R ugm-3,0.1,R ugm-3
17/10/2021,2:00:00,22.4,R ugm-3,0.1,R ugm-3
17/10/2021,3:00:00,24.2,R ugm-3,0.1,R ugm-3
17/10/2021,4:00:00,13.8,R ugm-3,0.1,R ugm-3
17/10/2021,5:00:00,16.5,R ugm-3,0.1,R ugm-3
17/10/2021,6:00:00,17.5,R ugm-3,0.1,R ugm-3
